apl/gnu-apl-mode.el:173:1:Error: Symbol’s value as variable is void: gnu-apl--symbols
lisp/init-auto-complete.el:2:1:Error: Cannot open load file: No such file or directory, auto-complete-config
elpa/evil-20170510.1321/evil-integration.el:28:1:Error: Cannot open load file: No such file or directory, evil-maps
elpa/evil-20170510.1321/evil-jumps.el:28:1:Error: Cannot open load file: No such file or directory, evil-core
elpa/evil-20170510.1321/evil-macros.el:28:1:Error: Cannot open load file: No such file or directory, evil-common
elpa/evil-20170510.1321/evil-maps.el:28:1:Error: Cannot open load file: No such file or directory, evil-states
elpa/evil-20170510.1321/evil-repeat.el:128:1:Error: Cannot open load file: No such file or directory, evil-states
elpa/evil-20170510.1321/evil-search.el:28:1:Error: Cannot open load file: No such file or directory, evil-core
elpa/evil-20170510.1321/evil-states.el:28:1:Error: Cannot open load file: No such file or directory, evil-core
elpa/evil-20170510.1321/evil-types.el:53:1:Error: Cannot open load file: No such file or directory, evil-common
elpa/evil-20170510.1321/evil.el:127:1:Error: Cannot open load file: No such file or directory, evil-vars
elpa/expand-region-20170222.343/cc-mode-expansions.el:48:1:Error: Cannot open load file: No such file or directory, expand-region-core
